Name,Description,Requirements,Reward,Type,Sub_Type,Heist,Difficulty,Status,Completion Date,Source
Fastest Gun in the West,"Kill 6 law enforcers within 6 seconds of killing the first while hipfiring with the Peacemaker .45 Revolver. Unlocks the ""Apache Mystic"" mask, ""Gold Fever"" material and ""Sacred"" pattern.",Kill 6 law enforcers within 6 seconds of killing the first while hipfiring with the Peacemaker .45 Revolver.,Yes,Achievement,Equipment,,Normal,Incomplete,,The Butcher's Western Pack
Pedal to the Metal,Complete the Meltdown job on the Death Wish difficulty or above.,Complete the Meltdown job on Death Wish difficulty or above.,,Achievement,Completion,,Death Wish,Incomplete,,Meltdown
There Was A Car?!,"In the Meltdown job, complete the heist without using the ""Longfellow"".",,,Achievement,Heist,Meltdown,Normal,Incomplete,,Meltdown
They Don't Pay Us Enough,"In the Meltdown job, secure all additional loot. Unlocks the ""Rad Mutant"" mask.",,Yes,Achievement,Heist,Meltdown,Normal,Incomplete,,Meltdown
We Built This City on Electric Progressive House Music,Complete The Alesso Heist on the Death Wish difficulty or above.,,,Achievement,Completion,,Death Wish,Incomplete,,The Alesso Heist
Sound of Silence,"Complete The Alesso Heist without your crew killing anyone. Unlocks the ""Boom Box"" mask, ""Enlightenment"" material and ""Alesso Logo"" pattern.","Complete the Alesso Heist without your crew killing anyone. Unlocks the ""Boombox"" mask, ""Enlightenment"" material and ""Alesso Logo"" pattern.",Yes,Achievement,Heist,The Alesso Heist,Normal,Incomplete,,The Alesso Heist
Even Steven,"In The Alesso Heist, get your seven bucks back. Unlocks the ""Cantus"" mask, ""Bionic"" material and ""Circle Raster"" pattern.","In the Alesso Heist job, get your seven bucks back. Unlocks the ""Cantus"" mask, ""Bionic"" material and ""Circle Raster"" pattern.",Yes,Achievement,Heist,The Alesso Heist,Normal,Incomplete,,The Alesso Heist
"Fuck It, We're Walking","In The Alesso Heist, complete the heist in loud without using the zip-line or bag chutes on the OVERKILL difficulty or above. Unlocks the ""Female Concert Goer"" mask, ""Stained Glass"" material and ""Soundwave"" pattern.","In the Alesso Heist job, complete the heist in loud without using the zip-line or bag chutes on the OVERKILL difficulty or above. Unlocks the ""Female Concert Goer"" mask, ""Stained Glass"" material and ""Soundwave"" pattern.",Yes,Achievement,Heist,The Alesso Heist,Overkill,Incomplete,,The Alesso Heist
M.F. Stev,"In The Alesso Heist, complete the pyrosequences without failing even once. Unlocks the ""Male Concert Goer"" mask, ""Dim Blue"" material and ""Smoke"" pattern.","In the Alesso Heist job, complete the pyro sequences without failing even once. Unlocks the ""Male Concert Goer"" mask, ""Dim Blue"" material and ""Smoke"" pattern.",Yes,Achievement,Heist,The Alesso Heist,Normal,Incomplete,,The Alesso Heist
How the Fuck Can You Grin?,Complete the Golden Grin Casino job on the Death Wish difficulty or above.,Complete the Golden Grin Casino heist on the Death Wish difficulty or above.,,Achievement,Completion,,Death Wish,Incomplete,,Golden Grin Casino
Blind Eye in the Sky,"Complete the Golden Grin Casino job in stealth. Unlocks the ""Wheeler Dealer"" mask, ""Stars"" material and ""Chips"" pattern.","Complete the Golden Grin Casino heist in stealth. Unlocks the ""Wheeler Dealer"" mask, ""Stars"" material and ""Chips"" pattern.",Yes,Achievement,Heist,Golden Grin Casino,Normal,Incomplete,,Golden Grin Casino
City of Sin and Well-Oiled Gears,"Complete the Golden Grin Casino job without having the Big Fucking Drill ever break in loud. Unlocks the ""Murmillo Galea Helmet"" mask, ""Casino"" material and ""Royale"" pattern.","Complete the Golden Grin Casino heist without having the Big Fucking Drill ever break in loud. Unlocks the ""Murmillo Galea Helmet"" mask, ""Casino"" material and ""Royale"" pattern.",Yes,Achievement,Heist,Golden Grin Casino,Normal,Incomplete,,Golden Grin Casino
High Roller,"Complete the Golden Grin Casino job under 14 minutes. Unlocks ""The King"" mask, ""Plush"" material and ""Cards"" pattern.","Complete the Golden Grin Casino heist under 14 minutes. Unlocks ""The King"" mask, ""Plush"" material and ""Cards"" pattern.",,Achievement,Heist,Golden Grin Casino,Normal,Incomplete,,Golden Grin Casino
"Hail to the King, Baby","In the Golden Grin Casino job, kill ""The King"" and complete the heist in stealth. Unlocks the ""Sports Utility Mask"" mask, ""Carpet"" material and ""Dices"" pattern.","In the Golden Grin Casino heist, kill ""The King"" and complete the heist in stealth. Unlocks the ""Sports Utility Mask"" mask, ""Carpet"" material and ""Dices"" pattern.",Yes,Achievement,Heist,Golden Grin Casino,Normal,Incomplete,,Golden Grin Casino
"Names Are for Friends, so I Don't Need One","Get eleven kills with the Lebensauger .308 Sniper Rifle without reloading it. Unlocks the ""Slicer"" mask, ""Still Waters"" material and ""Youkai"" pattern.",,Yes,Achievement,Equipment,,Normal,Incomplete,,Gage Ninja Pack
Swiss Cheese,"Kill 100 enemies in a single day of a heist with the Kross Vertex Submachine Gun. Unlocks the ""Kage"" mask, ""Sakura"" material and ""Oni"" pattern.","Kill 100 enemies in a single heist with the Kross Vertex Submachine Gun. Unlocks the ""Kage"" mask, ""Sakura"" material and ""Oni"" pattern.",Yes,Achievement,Equipment,,Normal,Incomplete,,Gage Ninja Pack
Shuriken Shenanigans,"Complete a single day of a heist in stealth using only the Shuriken throwable and killing at least 4 enemies. Unlocks the ""Kuro Zukin"" mask, ""Bamboo"" material and ""Koi"" pattern.","Complete a single heist in stealth using only the Shuriken throwable and killing at least 4 enemies. Unlocks the ""Kuro Zukin"" mask, ""Bamboo"" material and ""Koi"" pattern.",Yes,Achievement,Equipment,,Normal,Incomplete,,Gage Ninja Pack
Fugu Fighter,"Have at least 3 enemies poisoned at the same time with your poisoned weapons. Unlocks the ""Shirai"" mask, ""Origami"" material and ""Hanabi"" pattern.",,Yes,Achievement,Equipment,,Normal,Incomplete,,Gage Ninja Pack
Heisters of the Round Table,"Complete any heist on the OVERKILL difficulty or above with 4 players using only Gage Chivalry Pack masks, primary weapons, melee weapons and Ballistic Vests or heavier armors. Unlocks the ""Agatha Knight Veteran"" mask, ""Bloodied"" material and ""Agatha"" pattern.","Complete any heist on the OVERKILL difficulty or above with 4 players using only Gage Chivalry Pack masks, primary weapons, melee weapons and Ballistic Vests or heavier armors. Unlocks the ""Agatha Knight Veteran"" mask, ""Blooded"" material and ""Agatha"" pattern.",Yes,Achievement,Equipment,,Overkill,Incomplete,,Gage Chivalry Pack
Their Armor Is Thick and Their Shields Broad,"Kill 10 shields with a Gage Chivalry Pack melee weapon in a single heist. Unlocks the ""Agatha Vanguard Veteran"" mask, ""Chain Armor"" material and ""Medieval"" pattern.",,Yes,Achievement,Equipment,,Normal,Incomplete,,Gage Chivalry Pack
Skewer,"Kill a Cloaker with the Javelin throwable. Unlocks the ""Mason Knight Veteran"" mask, ""Scale Armor"" material and ""Mason"" pattern.",,Yes,Achievement,Equipment,,Normal,Incomplete,,Gage Chivalry Pack
Black Knight,"Kill a black Bulldozer with the Great Sword melee weapon. Unlocks the ""Mason Vanguard Veteran"" mask, ""Forged"" material and ""Checkered Out"" pattern.",,Yes,Achievement,Equipment,,Normal,Incomplete,,Gage Chivalry Pack
Choo Choo,Complete the Transport: Train Heist on the Death Wish difficulty or above.,Complete the Transport: Train Heist job on the Death Wish difficulty or above.,,Achievement,Completion,,Death Wish,Incomplete,,Update #78
Aftershocked,Complete the Aftershock job on the Death Wish difficulty or above.,Complete the Aftershock job on Death Wish difficulty or above.,,Achievement,Completion,,Death Wish,Incomplete,,CrimeFest 2015
400 Bucks,"I may be homeless, but at least I have a sick knife.","I may be homeless, but at least I have a sick knife. Tie or kill a specific homeless civilian in Aftershock and take his knife.",,Achievement,Heist,Aftershock,Normal,Incomplete,,CrimeFest 2015
Hidden Hostages,Complete the First World Bank job with 6 or more hostages alive behind the wall by the elevators in the main lobby.,Finish the First World Bank job with 6 or more hostages alive behind the wall by the elevators in the main lobby.,,Achievement,Heist,First World Bank,Normal,Incomplete,,CrimeFest 2015
1337,Complete the First World Bank job in stealth under 13 minutes and 37 seconds.,,,Achievement,Heist,First World Bank,Normal,Incomplete,,CrimeFest 2015
Original Heisters,"Complete the First World Bank job on the OVERKILL difficulty or above using the PAYDAY: The Heist crew, Reinfeld Shotguns, and Bernetti 9 Pistols.","In the First World Bank job, complete the heist from start on the OVERKILL difficulty or above with a full player lobby using all 4 characters from the PAYDAY: The Heist crew, Reinfeld Shotguns and Bernetti 9 Pistols.",,Achievement,Heist,First World Bank,Overkill,Incomplete,,CrimeFest 2015
Cloaker Fear,Complete the First World Bank job on the OVERKILL difficulty or above by securing all additional money bags while not using the loot vent bag shortcut for the additional money bags.,Finish the First World Bank job on the OVERKILL difficulty or above by securing all additional money bags while not using the loot vent bag shortcut for the additional money bags.,,Achievement,Heist,First World Bank,Overkill,Incomplete,,CrimeFest 2015
CVL+,Complete the First World Bank job on the Death Wish difficulty or above.,Complete the First World Bank heist on the Death Wish difficulty or above.,,Achievement,Completion,,Death Wish,Incomplete,,CrimeFest 2015
OVERDRILL,"In the First World Bank job, solve the PAYDAY: The Heist secret on the Death Wish difficulty or above and enter the OVERVAULT.","In the First World Bank job, solve the PAYDAY: The Heist secret on the Death Wish difficulty or above and enter the OVERVAULT. To complete this challenge, you have to have played the heist from start to end.",,Achievement,Heist,First World Bank,Death Wish,Incomplete,,CrimeFest 2015
Au Ticket,"In the First World Bank job, find the Titan safe and collect the special item inside.",,,Achievement,Heist,First World Bank,Normal,Incomplete,,CrimeFest 2015
Not Hard Enough,Complete the Slaughterhouse job on the OVERKILL difficulty or above while Captain Winters is still present on the level.,,,Achievement,Heist,Slaughterhouse,Overkill,Incomplete,,CrimeFest 2015
But How?,"In the Slaughterhouse job, get the armored truck to drop without shooting at the wires on which it is suspended.",,,Achievement,Heist,Slaughterhouse,Normal,Incomplete,,CrimeFest 2015
Making a Statement,Complete the Slaughterhouse job on the OVERKILL difficulty or above without anyone killing a single sniper.,Finish the Slaughterhouse job on the OVERKILL difficulty or above without anyone killing a single sniper.,,Achievement,Heist,Slaughterhouse,Overkill,Incomplete,,CrimeFest 2015
Pyromaniacs,"In the Slaughterhouse job, pick up two gasoline tanks within 30 seconds of entering the slaughterhouse.",,,Achievement,Heist,Slaughterhouse,Normal,Incomplete,,CrimeFest 2015
Dead Meat,Complete the Slaughterhouse job on the Death Wish difficulty or above.,,,Achievement,Completion,,Death Wish,Incomplete,,CrimeFest 2015
Pork Royale,"In the Slaughterhouse job, find the marked pig, secure it in the container and then complete the heist on the OVERKILL difficulty or above.","In the Slaughterhouse job, find the marked pig, secure it in the container and then finish the heist on OVERKILL or above.",,Achievement,Heist,Slaughterhouse,Overkill,Incomplete,,CrimeFest 2015
I Want to Get Away,"Jump. Unlocks the ""Funnyman"" mask.",Jump. Unlocks the Funnyman mask.,Yes,Achievement,Misc,,Normal,Incomplete,,CrimeFest 2015
Bunnyhopping,"Jump 100 times within 30 seconds. Unlocks the ""No Me Gusta"" mask.",Jump 100 times within 30 seconds. Unlocks the No Me Gusta mask.,Yes,Achievement,Misc,,Normal,Incomplete,,CrimeFest 2015
I Never Asked For This,"Don't jump a single time during an entire heist. Unlocks the ""Rageface"" mask.",Don't jump a single time during an entire heist. Unlocks the Rageface mask.,Yes,Achievement,Misc,,Normal,Incomplete,,CrimeFest 2015
Jump! Jump! Jump!,"Complete a heist without it ever going more than 4 seconds between you jumping. Unlocks the ""Dawg"" mask.",Finish a heist without it ever going more than 4 seconds between you jumping. Unlocks the Dawg mask.,Yes,Achievement,Misc,,Normal,Incomplete,,CrimeFest 2015
Skill Shot,"In the Lab Rats job, secure a bag in the secret area. Unlocks the ""Invader"" mask.",,Yes,Achievement,Heist,Lab Rats,Normal,Incomplete,,Halloween Event 2015
Trick or Treat!,"In the Lab Rats job, complete the Cloaker event on the OVERKILL difficulty or above. Unlocks the ""Satan"" mask.","In the Lab Rats job, complete the Cloaker event on OVERKILL difficulty or above. Unlocks the ""Satan"" mask.",Yes,Achievement,Heist,Lab Rats,Overkill,Incomplete,,Halloween Event 2015
Not Scary Enough,Complete the Lab Rats job on the Death Wish difficulty or above.,,,Achievement,Completion,,Death Wish,Incomplete,,Halloween Event 2015
Hall of the Mountain King,Complete the Beneath the Mountain job on the Death Wish difficulty or above.,,,Achievement,Completion,,Death Wish,Incomplete,,The Point Break Heists
Clean House,"In the Beneath the Mountain job, secure all of the loot from the vaults and mountain-top in the escape helicopter.","In the Beneath the Mountain job, secure all of the loot from the vaults and mountain-top in the escape helicopter. Unlocks the “Tawhiri” mask, “Flow” material and “Sun Avatar” pattern.",Yes,Achievement,Heist,Beneath the Mountain,Normal,Incomplete,,The Point Break Heists
Commando Crew,"In the Beneath the Mountain job, open the 4 vaults that contain loot within 10 minutes of starting the heist on the OVERKILL difficulty or above.",,,Achievement,Heist,Beneath the Mountain,Overkill,Incomplete,,The Point Break Heists
Juggernauts,Complete the Beneath the Mountain job on the OVERKILL difficulty or above without any player going down.,,,Achievement,Heist,Beneath the Mountain,Overkill,Incomplete,,The Point Break Heists
No Scope,Kill 10 enemies in a row by shooting them in the head with a Sniper Rifle while not aiming down the sights.,"Kill 10 enemies in a row by shooting them in the head with the Platypus 70 Sniper Rifle while not aiming down the sights. Unlocks the “Tane” mask, “Sancti” material and “Tribal Face” pattern.",Yes,Achievement,Equipment,,Normal,Incomplete,,The Point Break Heists
The Sky Is the Limit,Complete the Birth of Sky job on the Death Wish difficulty or above.,,,Achievement,Completion,,Death Wish,Incomplete,,The Point Break Heists
Pinpoint Landing,"In the Birth of Sky job, parachute into the diner through a hole in the roof.",,,Achievement,Heist,Birth of Sky,Normal,Incomplete,,The Point Break Heists
No Blood On The Carpet,"In the Birth of Sky job, release the money without having any player take health damage on the OVERKILL difficulty or above.","In the Birth of Sky job, release the money without having any player take health damage on the OVERKILL difficulty or above. Unlocks the “Oro” mask, “Glade” material and “Tribal Wave” pattern.",Yes,Achievement,Heist,Birth of Sky,Overkill,Incomplete,,The Point Break Heists
1... 2... 3... JUMP!,"In the Birth of Sky job, have the entire crew jump out of the airplane within 1 minute and 23 seconds on the OVERKILL difficulty or above.","In the Birth of Sky job, have the entire crew jump out of the airplane within 1 minute and 23 seconds on the OVERKILL difficulty or above. Unlocks the “Maui” mask, “Wade” material and “Ornamental Crown” pattern.",Yes,Achievement,Heist,Birth of Sky,Overkill,Incomplete,,The Point Break Heists
